item_name,item_category
"Res, 249K, 1/8W, 0.1%, 0805",Resistor
"Res, RoHS, 249K, 1/8W, 0.1%, 0805",Resistor
"Res, 2.49K, 1/8W, 1%, 0805",Resistor
"Res, RoHS, 2.49K, 1/8W, 1%, 0805",Resistor
"Res, 249, 1/8W, 1%, 0805, SMD",Resistor
"Res, RoHS, 249, 1/8W, 1%, 0805, SMD",Resistor
"Res,24.9, 1/8W, 1%, 0805",Resistor
"RES, 26.7K, 1/8W, 1%, 0805",Resistor
"RES, 26.7K, 1/10W, 0.1%, 0805",Resistor
"Res, RoHS, 26.7K, 1/10W, 0.1%, 0805",Resistor
"Res, 274, 1/8W, 1%, 0805, SMD",Resistor
"Res, 28.0K, 1/8W, 1%, 0805",Resistor
"Res, RoHS, 28.0K, 1/8W, 1%, 0805",Resistor
"Res, 2.94K, 1/10W, 0.1%, 0805",Resistor
"Res, 2.94K, 1/10W, 0.1%, 0805",Resistor
"Res, 30.1K, 1/8W, 1%, 0805",Resistor
"Res, RoHS, 30.1K, 1/8W, 1%, 0805",Resistor
"Res, 301, 1/8W, 1%, 0805, SMD",Resistor
"Res, RoHS, 301, 1/8W, 1%, 0805, SMD",Resistor
"Res, 332, 1/10W, 1%, 0805",Resistor
"Res, 34.8K, 1/8W, 1%, 0805",Resistor
"RES,34.0K, 1/8W, 0.1%, 0805",Resistor
"Res, RoHS, 34.0K, 0.1%, 0805",Resistor
"Res, 35.7K, 1/8W, 1%, 0805",Resistor
"Res, RoHS, 35.7K, 1/8W, 1%, 0805",Resistor
"Res,36K,1/10W, 0.1%,0805",Resistor
"Res, RoHS, 36K,1/8W,  .1%, 0805",Resistor
"Res, 38.3K, 1/8W, 1%, 0805",Resistor
"Res, RoHS, 38.3K, 1/8W, 1%, 0805",Resistor
"Res,3.92K, 1/8W, 0.1%, 0805",Resistor
"Res, RoHS, 3.92K, 1/8W, 0.1%, 0805",Resistor
"Res,RoHS,4.22K, 1/8W, 1%, 0805",Resistor
"Res, 402, 1/8W, 0.1%, 0805",Resistor
"Res, RoHS, 402, 1/10W, 0.1%, 0805",Resistor
"Res, RoHS, 442K, 1/8W, 1%, 0805",Resistor
"Res,RoHS, 45.3K, 1/8W, 1%, 0805",Resistor
"Res, 46.4K, 1/8W, 1%, 0805",Resistor
"Res, 47.5K, 1/8W, 1%, 0805",Resistor
"Res, RoHS, 47.5K, 1/8W, 1%, 0805",Resistor
"Res, 475, 1/8W, 1%, 0805",Resistor
"Res, RoHS, 475, 1/8W, 1%, 0805",Resistor
"Res, 48.7K, 1/8W, 1%, 0805",Resistor
"Res, RoHS, 48.7K, 1/8W, 1%, 0805",Resistor
"Res, 4.99K, 1/8W, 1%, 0805",Resistor
"Res, RoHS, 4.99K, 1/8W, 1%, 0805",Resistor
"Res, 49.9K, 1/8W, 1%, 0805",Resistor
"Res, RoHS, 49.9K, 1/8W, 1%, 0805",Resistor
"Res,499,1/8 or 1/10W, 0.1%,0805",Resistor
"Res, RoHS, 499,1/8 or 1/10W, 0.1%,0805",Resistor
"Res,4.99K,1/8 or 1/10W, 0.1%,0805",Resistor
"Res, RoHS, 4.99K,1/4, 0.1%,0805",Resistor
"Res, 49.9, 1/8W, 1%, 0805",Resistor
"Res, RoHS, 49.9, 1/8W, 1%, 0805",Resistor
"Res, 499K, 1/8W, 1%, 0805, SMD",Resistor
"Res, RoHS, 499K, 1/8W, 1%, 0805, SM",Resistor
"Res, 5.11K, 1/8W, 1%, 0805",Resistor
"Res, RoHS, 5.11K, 1/8W, 1%, 0805",Resistor
"Res, 5.62K, 1/8W, 1%, 0805",Resistor
"Res, RoHS, 5.62K, 1/8W, 1%, 0805",Resistor
"Res, 56.2K, 1%, 1/10W, 0805",Resistor
"Res, 576, 1/8W, 1%, 0805",Resistor
"Res, RoHS, 576, 1/8W, 1%, 0805",Resistor
"RES,ROHS,5.76K, 1/10W, 1%, 0603",Resistor
"Res, 6.19K, 1/8W, 0.1%, 0805",Resistor
"Res, 6.19K, 1/8W, 1%, 0805",Resistor
"Res, 619, 1/8W, 0.1%, 0805",Resistor
"Res, 6.34K, 1/8 W, 1%, 0805",Resistor
"Res, 649, 1/8W, 1%, 0805",Resistor
"Res, RoHS, 649, 1/8W, 1%, 0805",Resistor
"Res, 6.49K, 1/8W, 1%, 0805",Resistor
"Res, RoHS, 6.49K, 1/8W, 1%, 0805",Resistor
"Res, 6.65K, 1/8W, 1%, 0805",Resistor
"Res, RoHS, 6.65K, 1/8W, 1%, 0805",Resistor
"Res, 6.98K, 1%, 1/10W, 0805",Resistor
"Res, 787, 1/8W, 1%, 0805",Resistor
"Res, RoHS, 787, 1/8W, 1%, 0805",Resistor
"Res, 8.06K, 1/8W, 1%, 0805",Resistor
"Res, 8.25K, 1%, 1/10W, 0805",Resistor
"Res, 845K, 1/8W, 1%, 0805",Resistor
"Res,86.6K,1/8W,1%,0805",Resistor
"Res,866,1/8W,1%,0805",Resistor
"Res, RoHS, 866,1/8W,1%,0805",Resistor
"Res,88.7K,1/8W,1%,0805",Resistor
"Res, RoHS, 88.7K,1/8W,1%,0805",Resistor
"Res, 9.09K, 1/8W, 1%, 0805",Resistor
"Res,10.0K, 1/10W, 1%, 0603",Resistor
"RES,ROHS,10.0K, 1/10W, 1%, 0603",Resistor
"Res,4.99K, 1/10W, 1%, 0603",Resistor
"RES,ROHS,4.99K, 1/10W, 1%, 0603",Resistor
"Res,332, 1/10W, 1%, 0603",Resistor
"RES,ROHS,332, 1/10W, 1%, 0603",Resistor
"Res,1.0K, 1/10W, 1%, 0603",Resistor
"Res,RoHS,1.0K, 1/10W, 1%, 0603",Resistor
"Res,475, 1/10W, 1%, 0603",Resistor
"RES,ROHS,475, 1/10W, 1%, 0603",Resistor
"Res,33.2, 1/10W, 1%, 0603",Resistor
"RES,ROHS,33.2, 1/10W, 1%, 0603",Resistor
"Res,38.3K, 1/10W, 1%, 0603",Resistor
"RES,ROHS,38.3K, 1/10W, 1%, 0603",Resistor
"Res,6.49K, 1/10W, 1%, 0603",Resistor
"RES,ROHS,6.49K, 1/10W, 1%, 0603",Resistor
"Res,205K, 1/10W, 1%, 0603",Resistor
"RES,ROHS,205K, 1/10W, 1%, 0603",Resistor
"Res,69.8K, 1/10W, 1%, 0603",Resistor
"RES,ROHS,69.8K, 1/10W, 1%, 0603",Resistor
"Res,10.0K, 1/10W, 0.1%, 0603",Resistor
"RES,ROHS,10.0K, 1/10W, 0.1%, 0603",Resistor
"Res,60.4K, 1/10W, 1%, 0603",Resistor
"RES,ROHS,60.4K, 1/10W, 1%, 0603",Resistor
"Res,47.5K, 1/10W, 1%, 0603",Resistor
"RES,ROHS,47.5K, 1/10W, 1%, 0603",Resistor
"Res,20.0K, 1/10W, 1%, 0603",Resistor
"RES,ROHS,20.0K, 1/10W, 1%, 0603",Resistor
"Res,2.49K, 1/10W, 1%, 0603",Resistor
"RES,ROHS,2.49K, 1/10W, 1%, 0603",Resistor
"Res,1.30K, 1/10W, 1%, 0603",Resistor
"RES,ROHS,1.30K, 1/10W, 1%, 0603",Resistor
"Res,30.1K, 1/10W, 1%, 0603",Resistor
"RES,ROHS,30.1K, 1/10W, 1%, 0603",Resistor
"Res,49.9K, 1/10W, 1%, 0603",Resistor
"RES,ROHS,49.9K, 1/10W, 1%, 0603",Resistor
"Res,100, 1/10W, 1%, 0603",Resistor
"RES,ROHS,100, 1/10W, 1%, 0603",Resistor
"Res,1.82K, 1/10W, 1%, 0603",Resistor
"RES,ROHS,1.82K, 1/10W, 1%, 0603",Resistor
"Res,499, 1/10W, 1%, 0603",Resistor
"RES,ROHS,499, 1/10W, 1%, 0603",Resistor
"Res,11.3K, 1/10W, 1%, 0603",Resistor
"RES,ROHS,11.3K, 1/10W, 1%, 0603",Resistor
"Res,48.7K, 1/10W, 1%, 0603",Resistor
"RES,ROHS,48.7K, 1/10W, 1%, 0603",Resistor
"Res,1.10M, 1/10W, 1%, 0603",Resistor
"RES,ROHS,1.10M, 1/10W, 1%, 0603",Resistor
"Res,499K, 1/10W, 1%, 0603",Resistor
"RES,ROHS,499K, 1/10W, 1%, 0603",Resistor
"Res,2.00K, 1/10W, 1%, 0603",Resistor
"RES,ROHS,2.00K, 1/10W, 1%, 0603",Resistor
"Res,10.0, 1/10W, 1%, 0603",Resistor
"RES,ROHS,10.0, 1/10W, 1%, 0603",Resistor
"Res,100K, 1/10W, 1%, 0603",Resistor
"RES,ROHS,100K, 1/10W, 1%, 0603",Resistor
"Res,200, 1/10W, 1%, 0603",Resistor
"RES,ROHS,200, 1/10W, 1%, 0603",Resistor
"Res,909, 1/10W, 1%, 0603",Resistor
"RES,ROHS,909, 1/10W, 1%, 0603",Resistor
"Res,18.2K, 1/10W, 1%, 0603",Resistor
"Res, RoHS, 18.2K, 1/10W, 1%, 0603",Resistor
"Res,9.09K, 1/10W, 1%, 0603",Resistor
"RES,ROHS,9.09K, 1/10W, 1%, 0603",Resistor
"Res,649, 1/10W, 1%, 0603",Resistor
"RES,ROHS,649, 1/10W, 1%, 0603",Resistor
"Res,422, 1/10W, 1%, 0603",Resistor
"RES,ROHS,422, 1/10W, 1%, 0603",Resistor
"Res,10.0M, 1/10W, 1%, 0603",Resistor
"RES,ROHS,10.0M, 1/10W, 1%, 0603",Resistor
"Res,5.62K, 1/10W, 1%, 0603",Resistor
"RES,ROHS,5.62K, 1/10W, 1%, 0603",Resistor
"Res, RoHS, 2.37K, 1/10W, 1%, 0603",Resistor
"Res,866, 1/10W, 1%, 0603",Resistor
"RES,ROHS,866, 1/10W, 1%, 0603",Resistor
"Res,249, 1/10W, 1%, 0603",Resistor
"RES,ROHS,249, 1/10W, 1%, 0603",Resistor
"Res,750, 1/10W, 1%, 0603",Resistor
"RES,ROHS,750, 1/10W, 1%, 0603",Resistor
"Res,1.65K, 1/10W, 1%, 0603",Resistor
"RES,ROHS,1.65K, 1/10W, 1%, 0603",Resistor
"Res,49.9, 1/10W, 1%, 0603",Resistor
"RES,ROHS,49.9, 1/10W, 1%, 0603",Resistor
"Res,35.7K, 1/10W, 1%, 0603",Resistor
"RES,ROHS,35.7K, 1/10W, 1%, 0603",Resistor
"Res,6.81K, 1/10W, 1%, 0603",Resistor
"RES,ROHS,6.81K, 1/10W, 1%, 0603",Resistor
"RES,3.01K, 1/10W, 1%, 0603",Resistor
"RES,ROHS,3.01K, 1/10W, 1%, 0603",Resistor
"Res, RoHS, 8.06K, 1/10W, 1%, 0603",Resistor
"RES,4.12K, 1/10W, 0.1%, 0603",Resistor
"RES,ROHS,4.12K, 1/10W, 0.1%, 0603",Resistor
"RES,33.2K, 1/10W, 0.1%, 0603",Resistor
"RES,ROHS,33.2K, 1/10W, 0.1%, 0603",Resistor
"RES,5.23K, 1/10 Watt, 1%, 0603",Resistor
"RES,ROHS,5.23K, 1/10 WATT, 1%, 0603",Resistor
RES ROHS 7.50K 1/10W 0.1% 0603,Resistor
"RES, RoHS, 412, 1/10W, 1%, 0603",Resistor
"RES,ROHS, 806, 1/10W, 0.1%, 0603",Resistor
"RES,ROHS, 17.4K, 1/10W, 0.1%, 0603",Resistor
"RES,ROHS, 698, 1/10W, 0.1%, 0603",Resistor
"RES,ROHS, 1 OHM, 1/10W, 1%, 0603",Resistor
"RES,ROHS, 26.7K, 1/10W, 0.1%, 0603",Resistor
"RES, ROHS, 3.09K 1/10W 0.1% 0603",Resistor
"RES, ROHS, 301, 1/10W, 1%, 0603",Resistor
"RES, ROHS, 2.21K, 1/10W, 1%, 0603",Resistor
"RES, ROHS, 511, 1/10W, 1%, 0603",Resistor
"RES, ROHS, 1.50K, 1/10W, 1%, 0603",Resistor
"RES,ROHS, 4.87K, 1/10W, 1%, 0603",Resistor
"RES, ROHS, 221, 1/10W, 1%, 0603",Resistor
"RES, ROHS, 182, 1/10W, 1%, 0603",Resistor
"RES, ROHS, 1.27K, 1/10W, 0.1%, 0603",Resistor
"Res,RoHS, 75, 1/10W, 1%, 0603",Resistor
"Res,RoHS, 1.13K, 1/10W, 0.1%, 0603",Resistor
"Res,RoHS, 1.40K, 1/10W, 0.1%, 0603",Resistor
"Res, RoHS, 1.00M, 1/10W, 1%, 0603",Resistor
"Res, RoHS, 27.4K, 1/10W, 1%, 0603",Resistor
"Res, RoHS, 1.82K, 1/10W, 0.1%, 0603",Resistor
"Res, RoHS, 649, 1/10W, 0.1%, 0603",Resistor
RES RoHS 5.23K 1/10W 0.1%0603,Resistor
RES ROHS 12.4K 1/10W 0.1% 0603,Resistor
RES ROHS 10.2K 1/10W 0.1% 0603,Resistor
RES RoHS 3.74K 1/10W 0.1% 0603,Resistor
RES RoHS 2.80K 1/10W 1% 0603,Resistor
"Res, RoHS, 1M, 1/16W, 0.1%, 0603",Resistor
"Res, RoHS, 2.00K, 1/10W, 0.1%, 0603",Resistor
"Res, RoHS, 1.87K, 1/10W, 0.1%, 0603",Resistor
"Res, RoHS, 1.15K, 1/10W, 0.1%, 0603",Resistor
"Res, RoHS, 1.91K, 1/10W, 0.1%, 0603",Resistor
"Res, RoHS, 4.12K, 1/10W, 0.1%, 0603",Resistor
"Res, RoHS, 6.98K, 1/10W, 1%, 0603",Resistor
"Res, RoHS, 90.9, 1/10W, 1%, 0603",Resistor
"Res,15.4K, 1/10W, 0.1%, 0603",Resistor
"RES,ROHS,15.4K, 1/10W, 0.1%, 0603",Resistor
"Res,4.99K, 1/10W, 0.1%, 0603",Resistor
"Res,RoHS,4.99K, 1/10W, 0.1%, 0603",Resistor
"Res,11.3K, 1/10W, 0.1%, 0603",Resistor
"RES,ROHS,11.3K, 1/10W, 0.1%, 0603",Resistor
"Res,1.30K, 1/10W, 0.1%, 0603",Resistor
"RES,ROHS,1.30K, 1/10W, 0.1%, 0603",Resistor
"Res,47.0, 1/10W, 0.1%, 0603",Resistor
"RES,ROHS,47.0, 1/10W, 0.1%, 0603",Resistor
"Res,0.0, 1/10W, 5%, 0603",Resistor
"Res,RoHS,0.0, 1/10W, 5%, 0603",Resistor
"Res,27.4K, 1/10W, 0.1%, 0603",Resistor
"Res, RoHS, 27.4K, 1/10W, 0.1%, 0603",Resistor
"Res,3.57K, 1/10W, 0.1%, 0603",Resistor
"Res,249K, 1/10W, 0.1%, 0603",Resistor
"RES,ROHS,249K, 1/10W, 0.1%, 0603",Resistor
"Res,1.00K, 1/10W, 0.1%, 0603",Resistor
"RES,ROHS,1.00K, 1/10W, 0.1%, 0603",Resistor
"Res,10.5K, 1/10W, 0.1%, 0603",Resistor
"RES,ROHS,10.5K, 1/10W, 0.1%, 0603",Resistor
"Res,RoHS, 402, 1/10W, 1%, 0603",Resistor
"Res, RoHS, 24.3, 1/10w, 1%, 0603",Resistor
"Res,100, 1/16W, 0.05%, 0603",Resistor
"RES,ROHS,100, 1/16W, 0.05%, 0603",Resistor
"Res,2.15K, 1/10W, 0.1%, 0603",Resistor
"RES,ROHS,2.15K, 1/10W, 0.1%, 0603",Resistor
"Res, 75, 100W, 1%, TO247",Resistor
"Res, 0.0, 1/8W, 5%, 0805",Resistor
"Res,RoHS,0.0, 1/8W, 5%, 0805",Resistor
"Res, 0.1, 1/4W, 5%, 1206",Resistor
"Res,0.5,1W,1%,2512",Resistor
"Res,100,1/8W,1%,1206",Resistor
"Res, RoHS, 100, 1/4W, 1%, 1206",Resistor
"Res,1.00K,1/4W,1%,1206",Resistor
"Res,RoHS,1.00K,1/4W,1%,1206",Resistor
"Res,10k,1/8W,1%,1206",Resistor
"Res, RoHS, 10K, 1/4W, 1%, 1206",Resistor
"Res,100K,1/8W,1%,1206",Resistor
"Res,RoHS,100K,1/4W,1%,1206",Resistor
"Res,10M,1/8W,5%,1206",Resistor
"Res, RoHS, 10M, 1/4W, 5%, 1206",Resistor
"Res, 1.0, 5%, 2512",Resistor
"Res,10,1/8W,1%,1206",Resistor
"Res, RoHS, 10, 1/4W, 1%, 1206",Resistor
"Res,11.3K,1/8W,1%,1206",Resistor
"Res, 10K, 1/8W, 0.1%, 1206",Resistor
"Res, 10.2K, 1/8W, 0.1%, 1206",Resistor
"Res, 10.2KV, 1/8W, 1%, 1206",Resistor
"Res,1.3K,1/4W,1%,1206",Resistor
"RES,ROHS,1.3K,1/4W,1%,1206",Resistor
"Res, 1.18K, 1/8W, 1%, 1206",Resistor
"RES,12.1K, 1/8W, .1%, 0805",Resistor
"RES, RoHS, 12.1K, 1/8W, .1%, 0805",Resistor
"RES,ROHS, 12.1K, 1/10W, 0.1%, 0603",Resistor
"Res, RoHS, 220, 1/4W, 1%, 1206",Resistor
"Res,232, 1/4W, 1%, 1206",Resistor
"Res, RoHS, 270, 1/4W, 1%, 1206",Resistor
"Res, RoHS, 27.4, 1/4W, 1%, 1206",Resistor
"Res,13.3K,1/8W,1%,1206",Resistor
"Res, RoHS, 13.3K,1/4W,1%,1206",Resistor
"Res, 13.7K, 1/8W, 1%, 1206",Resistor
"Res, RoHS, 13.7K, 1/4W, 1%, 1206",Resistor
"Res, 14K, 1/8W, 1%, 1206",Resistor
"Res,14.3K,1/8W,1%,1206",Resistor
"Res, RoHS, 14.3K,1/4W,1%,1206",Resistor
"Res, RoHS, 147K, 1/8W, 1%, 0805",Resistor
"Res,15K,1/8W,1%,1206",Resistor
"Res,RoHS,15K,1/4W,1%,1206",Resistor
"Res, 1.5K, 1/8W, 1%, 1206",Resistor
"Res, 150K, 1/8W, 1%, 1206",Resistor
"Res, 150K, 1/10W, 1%, 0805",Resistor
"Res, 1.50K, 1/10W, 1%, 0805",Resistor
"Res, RoHS, 1.50K, 1/8W, 1%, 0805",Resistor
"Res, 15.4K, 1%, 1/10W, 0805",Resistor
"Res, 15.4K, 1/8W, 0.1%, 0805",Resistor
"Res, RoHS, 15.4K, 1/8W, 0.1%, 0805",Resistor
"Res,15.8K,1/8W,1%,1206",Resistor
"Res,162K,100PPM,1/8W,1%,1206",Resistor
"Res,1.65K,1/8W,1%,1206",Resistor
"Res, RoHS, 1.65K, 1/4W, 1%, 1206",Resistor
"Res, 174K, 1/8W, 1%, 1206",Resistor
"Res, 1.78K, 1/10W, 1%, 0805",Resistor
"Res,18K,1/10W,0.1%,0805",Resistor
"Res, RoHS, 18K, 1/4W, 0.1%, 0805",Resistor
"Res, 10.0M, 1/8W, 1%, 0805",Resistor
"Res, RoHS, 10.0M, 1/8W, 1%, 0805",Resistor
"Res, 22.7K, 1/10W, 1%, 0805",Resistor
"Res, RoHS, 22.6K, 1/8W, 1%, 0805",Resistor
"Res, 9.76K, 1/10W, 0.1%, 0805",Resistor
"Res, RoHS, 9.76K, 1/4W, 0.1%, 0805",Resistor
"Res, 309, 1/10W, 0.1%, 0805",Resistor
"Res, 15K, 1/10W, 0.1%, 0805",Resistor
"Res, 30.9K, 1/10W, 0.1%, 0805",Resistor
"Res, 237, 1/10W, 0.1%, 0805",Resistor
"Res, 93.1K, 1/10W, 0.1%, 0805",Resistor
"Res, 215, 1/10W, 0.1%, 0805",Resistor
"Res, 7.5K, 0.1%, 1/10W, 0805",Resistor
"Res, 6.49K, 0.1%, 1/10W, 0805",Resistor
"Res, 8.06K, 0.1%, 1/10W, 0805",Resistor
"Res, RoHS, 8.06K, 0.1%, 1/10W, 0805",Resistor
"Res, 14K, 0.1%, 1/10W, 0805",Resistor
"Res, 51.1K, 0.1%, 1/10W, 0805",Resistor
"Res, 21.5K, 0.1%, 1/10W, 0805",Resistor
"Res, 5.11K, 0.1%, 1/10W, 0805",Resistor
"Res, 69.8K, 1/8W, 1%, 0805",Resistor
"Res, RoHS, 69.8K, 1/8W, 1%, 0805",Resistor
"Res, 301K, 1/8W, 1%, 0805",Resistor
"Res, 1.10M, 1/8W, 1%, 0805",Resistor
"Res, RoHS, 1.10M, 1/8W, 1%, 0805",Resistor
"RES,68.1K,1/8W,1%,0805",Resistor
"Res, RoHS, 66.5K, 1/8W, 1%, 0805",Resistor
"Res, 12.1K, 1/8W, 1%, 0805",Resistor
"Res, 11.3K, 1/8W, 0.1%, 0805",Resistor
"Res, RoHS, 11.3K, 1/8W, 0.1%, 0805",Resistor
"Res, 15.8K, 1/8W, 0.1%, 0805",Resistor
"Res, 1.30K, 1/8W, 0.1%, 0805",Resistor
"Res, RoHS, 1.30K, 1/8W, 0.1%, 0805",Resistor
"Res, 8.66K, 1/8W, 0.1%, 0805",Resistor
"Res, 3.24K, 1/8W, 1%, 0805",Resistor
"Res, 590, 1/8W, 1%, 0805",Resistor
"Res, 137K, 1/8W, 1%, 0805",Resistor
"Res, 162, 1/8W, 1%, 0805",Resistor
"Res, 4.99M, 1/8W, 0805",Resistor
"Res, 1.65K, 1/8W, 1%, 0805",Resistor
"Res, 60.4K, 1/8W, 1%, 0805",Resistor
"Res, RoHS, 60.4K, 1/8W, 1%, 0805",Resistor
"Res, 2.37K, 1/8W, 0.1%, 0805",Resistor
"Res,232K, 1/8W, 1%, 0805",Resistor
"RES,5.23K, 1/8W, 1%, 0805",Resistor
"Res, RoHS, 953, 1/4W, 1%, 1206",Resistor
"Res, RoHS, 392, 1/4W, 1%, 1206",Resistor
"Res, RoHS, 4.64K, 1/8W, 0.1%, 0805",Resistor
"Res, RoHS, 698, 1/8W, 0.1%, 0805",Resistor
"Res, RoHS, 787, 1/8W, 0.1%, 0805",Resistor
"Res, RoHS, 25.5K, 1/8W, 0.1%, 0805",Resistor
"Res,2.00K,1/8W,1%,1206",Resistor
"Res,RoHS,2.00K,1/4W,1%,1206",Resistor
"Res,20K,1/8W,1%,1206",Resistor
"Res, RoHS, 20K,1/8W,1%,1206",Resistor
"Res,200K,1/8W,1%,1206",Resistor
"Res, RoHS, 200K,1/4W,1%,1206",Resistor
"Res,200,100PPM,1/8W,1%,1206",Resistor
"Res,200,1/4W,5%,1210",Resistor
"Res, 2, 1/4W, 1%, 1206",Resistor
"Res, RoHS, 2.0, 1/4W, 1%, 1206",Resistor
"Res, 0.0, 1/4W, 5%, 1206",Resistor
"Res, RoHS, 0.0, 1/4W, 5%, 1206",Resistor
"Res, 402, 1/8W, 0.1%, 1206",Resistor
"Res, 2.00K, 1/4W, 1%, 1206, SMD",Resistor
"Res, 825, 1/4W, 1%, 1206, SMD",Resistor
"Res, 4.75K, 1/4W, 1%, 1206, SMD",Resistor
"Res, 200, 1/4W, 1%, 1206, SMD",Resistor
"Res, RoHS, 200, 1/4W, 1%, 1206, SMD",Resistor
"Res, 124K, 1/4W, 1%, 1206, SMD",Resistor
"Res, 68K, 1/4W, 1%, 1206, SMD",Resistor
"Res, 200, 1/8W or 1/10W, 1%, 0805",Resistor
"Res, RoHS, 200, 1/8W 1%, 0805",Resistor
"Res, 2.00K, 1/10W, 1%, 0805",Resistor
"Res, RoHS, 2.00K, 1/8W, 1%, 0805",Resistor
"Res, 2.0, 1/8W, 5%, 0805",Resistor
Resistor 2 ohm 1/4W 5% 1206,Resistor
"RES,ROHS,2.0, 1/4W, 5%, 1206",Resistor
"Res, 1.00M, 1/4W, 1%, 1206, SMD",Resistor
"Res, 20.0 1/8W, 1%, 0805",Resistor
"Res, 205K, 1%, 1/10W, 0805",Resistor
"RES, 208, 0.1%, 0805",Resistor
"Res, 2.1K, 1/8W, 1%, 1206",Resistor
"Res, 2.15K, 1/8W, 1%, 1206",Resistor
"Res,2.21K,1/4W,1%,1206",Resistor
"Res,RoHS,2.21K,1/4W,1%,1206",Resistor
"Res, 22.1K, 1/8W,1% 1206",Resistor
"Res, 499K,1/8W, 0.1%,1206",Resistor
"Res, RoHS, 499K,1/8W, 0.1%,1206",Resistor
"Res,24.3K,1/8W,1%,1206",Resistor
"Res,RoHS,24.3K,1/4W, 1%,1206",Resistor
"Res,24.9,1/8W,1%,1206",Resistor
"RES, ROHS, 24.9, 1W, 1%, 2512",Resistor
"Res,2.49K,1/8W,1%,1206",Resistor
"Res, 24.9K, 1/8W, 1%, 1206",Resistor
"Res,249,1/8W,1%,1206",Resistor
"Res, RoHS, 249, 1/4W, 1%, 1206",Resistor
"Res, 25.5K, 1/10W, 1%, 0805",Resistor
"Res, 25.5K, 1/4W, 1%, 1206",Resistor
"RES,ROHS,25.5K, 1/4W, 1%, 1206",Resistor
"Res,2.61K,1/8W,1%,1206",Resistor
"Res,RoHS,2.61K,1/4W, 1%,1206",Resistor
"Res, 267, 1/10W, 1%, 0805",Resistor
"Res, 2.74K, 1/8W, 0.1%, 0805",Resistor
"Res, 28.0K, 1/8W, 1%, 1206",Resistor
"Res,29.4K,1/8W,1%,1206",Resistor
"Res,RoHS,29.4K,1/4W,1%,1206",Resistor
"Res,3.0,1/4W,5%,1210",Resistor
"RES,ROHS, 3.0,1/2W,5%,1210",Resistor
"RES,3.0, 1/4W, 1%, 1206",Resistor
"RES, RoHS, 3.0, 1/4W, 1%, 1206",Resistor
"Res,3.01K,1/8W,1%,1206",Resistor
"Res,RoHS,3.01K,1/4W, 1%,1206",Resistor
"Res,30.1K,1/8W,1%,1206",Resistor
"Res, RoHS, 30.1K,1/4W,1%,1206",Resistor
"Res, 3.01K, 1/8W, 1%, 0805",Resistor
"Res, RoHS, 3.01K, 1/8W, 1%, 0805",Resistor
"Res, 324, 1/10W, 1%, 0805",Resistor
"RES,ROHS, 3.24K, 1/10W, 1%, 0603",Resistor
"Res, 3.32K, 1/8W, 1%, 1206",Resistor
"Res,RoHS,3.32K,1/4W,1%,1206",Resistor
"Res, 33.2K, 1/8W or 1/10W, 1%, 0805",Resistor
"Res, RoHS, 33.2K, 1/8W, 1%, 0805",Resistor
"Res,3.48K,1/8W,1%,1206",Resistor
"Res,35.7K, 1/8W, 1%, 1206",Resistor
"Res,36.5K,1/8W,1%,1206",Resistor
"Res,RoHS,36.5K,1/4W,1%,1206",Resistor
"Res,383K,1/8W,1%,1206",Resistor
"Res, RoHS, 383K,1/4W,1%,1206",Resistor
"Res,383,1/8W,1%,1206",Resistor
"Res, RoHS, 383,1/4W,1%,1206",Resistor
"Res, 38.3K, 1/8W, 1%, 1206",Resistor
"Res,39.2K,1/8W,1%,1206",Resistor
"Res, 402, 1/8W, 1%, 1206",Resistor
"Res, 40.2K, 1/8W or 1/10W, 1%, 0805",Resistor
"Res, 402, 1/8W or 1/10W, 1%, 0805",Resistor
"Res,4.12K,1/8W,1%,1206",Resistor
"Res,41.2K,1/8W,1%,1206",Resistor
"Res, RoHS, 412K, 1/8W, 0.1%, 0805",Resistor
"Res,2.21K,1/8W,1%,1206",Resistor
"Res, 422, 1/10W, 1%, 0805",Resistor
"Res, RoHS, 422, 1/8W, 1%, 0805",Resistor
"Res, 43.2K, 1/8W, 1%, 1206",Resistor
"Res,475,1/8W,1%,1206",Resistor
"Res, RoHS, 475,1/8W,1%,1206",Resistor
"Res, 475K, 1/8W, 1%, 1206",Resistor
"Res, 48.7K, 1/8W, 1%, 1206",Resistor
"Res,499,1/8W,1%,MF,1206",Resistor
"Res,4.99K,1/8W,1%,1206",Resistor
"Res, RoHS, 4.99K, 1/4W, 1%, 1206",Resistor
"Res,49.9K,1/8W,1%,1206",Resistor
"Res, RoHS, 49.9K, 1/4W, 1%, 1206",Resistor
"Res, 49.9, 1W, 1%, 2512",Resistor
"Res, RoHS, 49.9, 1W, 1%, 2512",Resistor
"Res, 499, 1/8W or 1/10W, 1%, 0805",Resistor
"Res, RoHS, 499, 1/8W, 1%, 0805",Resistor
"Res,300, 1W, 1%, 2512",Resistor
"RES,ROHS,300, 1W, 1%, 2512",Resistor
"Res,49.9,1/8W,1%,1206",Resistor
"Res,RoHS,49.9,1/4W,1%,1206",Resistor
"Res,5.11K,1/8W,1%,1206",Resistor
"Res,511, 1/4W, 1%, 1206",Resistor
"RES,5.1, 1W, 1%, 2512",Resistor
"RES,ROHS,5.1, 1W, 1%, 2512",Resistor
"Res,52.3K,1/8W,1%,1206",Resistor
